247.4087,37.4602,-0.5468 
247.8396,37.0160,-0.7574 
248.3198,36.6197,-0.9572 
248.8438,36.2759,-1.1441 
249.4057,35.9885,-1.3159 
249.9991,35.7606,-1.4707 
250.6173,35.5950,-1.6067 
251.2533,35.4934,-1.7224 
251.8998,35.4570,-1.8164 
252.5496,35.4862,-1.8878 
253.1953,35.5808,-1.9356 
253.8295,35.7396,-1.9594 
254.4451,35.9608,-1.9589 
255.0352,36.2420,-1.9341 
255.5929,36.5799,-1.8852 
256.1121,36.9707,-1.8128 
256.5868,37.4100,-1.7178 
257.0116,37.8928,-1.6012 
257.3817,38.4136,-1.4644 
257.6930,38.9666,-1.3088 
257.9419,39.5455,-1.1363 
258.1255,40.1437,-0.9487 
258.2419,40.7544,-0.7484 
258.2896,41.3707,-0.5374 

147.8547,115.1492,38.0437 
153.9199,115.3136,37.1828 
153.8987,115.9280,37.4026 
153.8090,116.5335,37.6298 
153.6519,117.1234,37.8616 
153.4290,117.6908,38.0954 
153.1430,118.2295,38.3287 
152.7971,118.7334,38.5587 
152.3952,119.1966,38.7830 
151.9419,119.6139,38.9988 
151.4422,119.9807,39.2038 
150.9019,120.2928,39.3957 
150.3270,120.5465,39.5723 
149.7241,120.7392,39.7316 
149.1001,120.8685,39.8717 
148.4619,120.9330,39.9911 
147.8168,120.9320,40.0885 
147.1721,120.8654,40.1627 
146.5351,120.7341,40.2129 
145.9131,120.5395,40.2385 
145.3131,120.2838,40.2393 
144.7418,119.9700,40.2151 
144.2058,119.6015,40.1664 
143.7112,119.1825,40.0936 
143.2635,118.7178,39.9976 
142.8678,118.2127,39.8794 
142.5286,117.6729,39.7405 
142.2498,117.1045,39.5823 
142.0344,116.5139,39.4066 
141.8851,115.9078,39.2156 
141.8033,115.2931,39.0112 
141.7902,114.6768,38.7959 
141.8458,114.0659,38.5721 
141.9694,113.4672,38.3422 
142.1598,112.8876,38.1090 
142.4146,112.3337,37.8751 
142.7312,111.8116,37.6430 
143.1057,111.3274,37.4155 
143.5341,110.8865,37.1952 
144.0115,110.4939,36.9844 
144.5323,110.1540,36.7857 
145.0908,109.8708,36.6012 
145.6806,109.6474,36.4331 
146.2951,109.4863,36.2832 
146.9272,109.3894,36.1532 
147.5697,109.3577,36.0447 
148.2155,109.3917,35.9589 
148.8572,109.4909,35.8966 
149.4876,109.6542,35.8587 
150.0994,109.8797,35.8456 
150.6857,110.1650,35.8573 
151.2400,110.5067,35.8938 
151.7559,110.9010,35.9547 
152.2276,111.3435,36.0393 
152.6498,111.8290,36.1465 
153.0176,112.3522,36.2753 
153.3269,112.9070,36.4241 
153.5743,113.4873,36.5912 
153.7568,114.0863,36.7748 
153.8725,114.6974,36.9727 
153.9199,115.3136,37.1828 

247.0974,117.9169,28.0970 
251.5645,117.9847,27.6611 
251.5488,118.4319,27.8199 
251.4826,118.8733,27.9819 
251.3667,119.3038,28.1452 
251.2024,119.7186,28.3079 
250.9916,120.1130,28.4683 
250.7367,120.4825,28.6244 
250.4405,120.8229,28.7746 
250.1065,121.1304,28.9171 
249.7384,121.4014,29.0502 
249.3404,121.6330,29.1726 
248.9169,121.8224,29.2828 
248.4729,121.9676,29.3795 
248.0133,122.0669,29.4618 
247.5434,122.1191,29.5285 
247.0684,122.1238,29.5790 
246.5937,122.0807,29.6127 
246.1248,121.9905,29.6293 
245.6669,121.8542,29.6285 
245.2252,121.6732,29.6103 
244.8048,121.4497,29.5750 
244.4103,121.1862,29.5230 
244.0463,120.8856,29.4548 
243.7169,120.5515,29.3712 
243.4258,120.1874,29.2732 
243.1763,119.7977,29.1618 
242.9712,119.3867,29.0384 
242.8128,118.9590,28.9044 
242.7030,118.5195,28.7612 
242.6430,118.0732,28.6104 
242.6334,117.6251,28.4539 
242.6744,117.1804,28.2933 
242.7655,116.7439,28.1305 
242.9057,116.3208,27.9673 
243.0934,115.9157,27.8055 
243.3265,115.5333,27.6471 
243.6022,115.1779,27.4938 
243.9176,114.8535,27.3473 
244.2690,114.5638,27.2093 
244.6525,114.3121,27.0813 
245.0636,114.1012,26.9648 
245.4979,113.9336,26.8612 
245.9502,113.8111,26.7716 
246.4156,113.7350,26.6969 
246.8887,113.7064,26.6382 
247.3642,113.7255,26.5959 
247.8367,113.7920,26.5707 
248.3009,113.9053,26.5628 
248.7514,114.0641,26.5722 
249.1832,114.2665,26.5989 
249.5913,114.5103,26.6426 
249.9713,114.7927,26.7028 
250.3186,115.1105,26.7788 
250.6295,115.4602,26.8697 
250.9004,115.8376,26.9746 
251.1281,116.2387,27.0921 
251.3102,116.6588,27.2211 
251.4446,117.0931,27.3599 
251.5297,117.5368,27.5072 
251.5645,117.9847,27.6611 

